,HomePlanet,CryoSleep,Destination,Age,VIP,Side,Deck,Y
4642,1.0,1,1.0,36.0,0,2,7,1
4643,3.0,1,1.0,20.0,0,1,6,1
4644,2.0,0,3.0,,0,2,1,1
4645,2.0,0,3.0,58.0,0,2,1,0
4646,2.0,0,1.0,56.0,0,2,1,0
4647,1.0,1,2.0,27.0,0,1,7,1
4648,1.0,1,1.0,25.0,0,1,7,0
4649,1.0,1,2.0,39.0,0,1,7,0
4650,3.0,0,1.0,43.0,0,1,6,1
4651,3.0,1,1.0,42.0,0,2,6,1
4652,1.0,0,1.0,24.0,0,2,7,1
4653,1.0,1,1.0,19.0,0,2,7,1
4654,1.0,0,1.0,32.0,0,2,7,0
4655,3.0,0,1.0,32.0,0,2,6,1
4656,1.0,1,1.0,61.0,0,2,7,1
4657,3.0,0,1.0,64.0,0,2,4,0
4658,1.0,0,1.0,21.0,0,1,5,0
4659,1.0,0,2.0,26.0,0,2,6,0
4660,2.0,0,3.0,35.0,0,1,2,1
4661,1.0,0,1.0,43.0,0,1,5,0
4662,1.0,1,3.0,3.0,0,1,7,1
4663,2.0,0,1.0,56.0,0,1,1,0
4665,1.0,1,2.0,25.0,0,2,7,1
4666,1.0,0,1.0,12.0,0,2,7,1
4667,1.0,1,2.0,2.0,0,2,7,1
4668,1.0,0,1.0,46.0,0,2,6,1
4669,1.0,0,1.0,32.0,0,2,6,0
4670,1.0,0,1.0,20.0,0,1,6,0
4671,1.0,1,2.0,24.0,0,1,7,0
4672,1.0,0,1.0,28.0,0,1,7,0
4673,1.0,0,,12.0,0,1,7,0
4674,1.0,0,1.0,11.0,0,1,7,0
4675,1.0,0,1.0,16.0,0,2,6,1
4676,1.0,0,2.0,29.0,0,2,7,1
4677,1.0,0,1.0,24.0,0,2,7,0
4678,1.0,0,1.0,22.0,0,1,6,1
4679,1.0,0,1.0,21.0,0,2,7,1
4680,1.0,0,1.0,38.0,0,1,5,0
4681,2.0,1,1.0,35.0,0,1,2,0
4682,1.0,0,1.0,79.0,0,1,7,0
4683,1.0,0,2.0,22.0,0,1,6,0
4684,1.0,0,3.0,42.0,0,1,7,1
4685,3.0,1,,34.0,0,2,6,1
4686,2.0,1,1.0,52.0,0,1,3,1
4687,1.0,1,1.0,43.0,0,2,7,1
4688,1.0,0,1.0,30.0,0,2,6,0
4689,1.0,1,1.0,35.0,0,1,7,1
4690,1.0,1,1.0,18.0,0,1,7,0
4691,2.0,1,1.0,27.0,0,1,2,1
4692,1.0,0,1.0,46.0,0,1,6,0
4693,2.0,1,1.0,15.0,0,1,2,1
4694,2.0,1,3.0,44.0,0,1,2,1
4695,2.0,0,1.0,20.0,0,1,2,0
4696,3.0,0,1.0,35.0,0,2,6,0
4697,3.0,1,1.0,19.0,0,2,6,1
4698,3.0,1,1.0,47.0,0,1,6,1
4699,3.0,0,1.0,26.0,1,1,6,0
4700,1.0,1,3.0,24.0,0,1,7,1
4701,1.0,0,1.0,23.0,0,2,6,1
4702,,0,1.0,26.0,0,1,4,0
4703,3.0,1,1.0,5.0,0,1,6,1
4704,2.0,0,3.0,35.0,0,2,3,0
4705,3.0,0,1.0,18.0,0,1,6,0
4706,3.0,1,1.0,32.0,0,2,6,1
4707,1.0,1,1.0,13.0,0,1,7,1
4708,1.0,0,1.0,15.0,0,2,6,0
4709,1.0,0,2.0,18.0,0,2,6,1
4710,2.0,0,1.0,41.0,0,1,2,1
4711,1.0,0,3.0,36.0,0,1,7,0
4712,1.0,0,1.0,33.0,0,1,6,0
4713,1.0,0,3.0,41.0,0,2,5,0
4714,2.0,0,3.0,47.0,0,2,1,0
4715,2.0,1,1.0,32.0,0,2,5,1
4716,1.0,0,1.0,36.0,0,2,7,0
4717,1.0,1,1.0,13.0,0,2,7,1
4718,1.0,1,2.0,34.0,0,1,7,0
4719,1.0,0,1.0,24.0,0,1,7,0
4720,3.0,0,1.0,16.0,0,2,6,0
4721,3.0,1,1.0,12.0,0,2,6,1
4722,3.0,0,1.0,24.0,0,2,6,1
4723,3.0,0,1.0,35.0,0,2,6,0
4724,2.0,0,1.0,26.0,0,2,3,0
4725,2.0,0,3.0,39.0,0,2,3,0
4726,1.0,0,1.0,18.0,0,1,6,1
4727,1.0,0,1.0,23.0,0,2,7,0
4728,1.0,1,2.0,29.0,0,2,7,1
4730,1.0,0,1.0,31.0,0,1,6,0
4731,3.0,0,1.0,49.0,0,2,5,0
4732,3.0,1,1.0,17.0,0,2,6,1
4733,3.0,0,3.0,23.0,0,2,6,1
4734,1.0,1,3.0,15.0,0,1,7,1
4735,3.0,1,1.0,11.0,0,2,6,1
4736,3.0,0,2.0,30.0,1,2,6,0
4737,3.0,1,1.0,42.0,0,2,6,1
4738,1.0,0,3.0,21.0,0,1,6,0
4739,2.0,1,3.0,41.0,0,1,3,1
4740,2.0,1,1.0,14.0,0,1,3,1
4741,2.0,0,3.0,27.0,0,1,3,0
4742,2.0,0,3.0,29.0,1,1,3,0
4743,2.0,1,1.0,25.0,0,2,3,1
4744,2.0,0,1.0,54.0,0,2,3,1
4745,1.0,0,,46.0,0,2,5,0
4746,1.0,0,1.0,18.0,0,2,7,1
4747,2.0,0,3.0,22.0,0,2,1,0
4748,2.0,1,3.0,29.0,0,2,5,1
4749,2.0,0,3.0,26.0,0,2,5,0
4750,1.0,0,3.0,36.0,0,2,6,1
4751,1.0,0,1.0,19.0,0,1,5,1
4752,1.0,0,2.0,56.0,0,2,6,0
4753,1.0,0,,20.0,0,2,6,1
4754,1.0,0,1.0,10.0,0,1,7,0
4755,1.0,1,2.0,14.0,0,1,7,0
4756,3.0,1,3.0,27.0,0,1,6,1
4757,3.0,0,1.0,35.0,0,2,6,0
4758,1.0,0,1.0,13.0,0,1,7,0
4759,1.0,0,,21.0,0,2,6,0
4760,1.0,1,1.0,22.0,0,1,7,0
4761,2.0,1,1.0,29.0,0,1,5,0
4762,2.0,0,1.0,32.0,0,1,5,0
4763,1.0,0,1.0,20.0,0,2,6,1
4764,3.0,0,1.0,44.0,0,1,6,0
4765,1.0,0,3.0,22.0,0,2,6,1
4766,2.0,0,1.0,39.0,0,1,2,0
4767,2.0,0,1.0,19.0,0,1,2,1
4768,1.0,0,1.0,0.0,0,1,7,0
4769,1.0,1,1.0,0.0,0,1,7,0
4770,,0,2.0,12.0,0,1,7,1
4771,1.0,1,1.0,7.0,0,1,7,0
4772,1.0,0,2.0,32.0,0,1,5,0
4773,1.0,0,,11.0,0,1,7,1
4774,1.0,0,3.0,18.0,0,2,6,0
4775,2.0,0,3.0,49.0,1,1,3,0
4776,3.0,1,1.0,61.0,0,1,6,1
4777,1.0,1,3.0,7.0,0,1,7,1
4778,1.0,0,1.0,25.0,0,1,7,1
4779,1.0,0,3.0,51.0,0,1,6,1
4780,2.0,1,1.0,56.0,0,1,5,1
4781,1.0,0,,31.0,0,2,7,1
4783,1.0,1,1.0,29.0,0,2,7,1
4784,1.0,1,2.0,17.0,0,1,7,1
4785,1.0,0,2.0,47.0,0,2,7,1
4786,2.0,0,1.0,25.0,0,1,2,0
4787,2.0,0,1.0,28.0,0,1,2,0
4788,2.0,0,1.0,32.0,0,1,2,0
4789,2.0,1,3.0,56.0,0,2,3,1
4790,2.0,1,3.0,25.0,0,2,3,1
4791,2.0,1,1.0,13.0,0,2,3,1
4792,2.0,1,1.0,41.0,0,2,3,1
4793,2.0,1,3.0,28.0,0,2,3,1
4794,3.0,1,1.0,25.0,0,2,6,1
4795,3.0,1,1.0,11.0,0,2,6,1
4796,3.0,0,1.0,20.0,0,1,5,0
4797,1.0,0,1.0,24.0,0,2,6,1
4798,1.0,0,,41.0,0,1,6,0
4799,1.0,0,3.0,29.0,0,2,6,0
4800,2.0,1,3.0,59.0,0,2,3,1
4801,1.0,0,1.0,31.0,0,2,7,1
4802,1.0,0,1.0,16.0,0,2,6,0
4803,3.0,0,1.0,65.0,0,1,6,0
4804,3.0,0,1.0,21.0,0,1,6,1
4805,1.0,1,1.0,27.0,0,1,7,1
4806,1.0,1,1.0,37.0,0,2,7,1
4807,1.0,0,1.0,42.0,0,1,7,0
4808,1.0,0,3.0,36.0,0,1,7,1
4809,1.0,1,2.0,24.0,0,1,7,0
4810,1.0,1,2.0,,0,1,7,1
4811,1.0,0,3.0,19.0,0,1,6,0
4812,1.0,0,1.0,26.0,0,1,6,0
4813,1.0,1,3.0,19.0,0,1,7,1
4814,1.0,0,1.0,26.0,0,1,6,0
4815,1.0,0,1.0,35.0,0,1,6,0
4816,1.0,0,3.0,24.0,0,2,6,0
4817,,0,1.0,9.0,0,2,7,1
4818,2.0,0,3.0,40.0,0,1,1,1
4819,1.0,1,2.0,23.0,0,2,7,1
4820,3.0,0,1.0,4.0,0,1,6,1
4821,3.0,0,1.0,20.0,0,1,6,0
4822,3.0,1,1.0,21.0,0,1,6,1
4823,3.0,0,1.0,4.0,0,1,6,1
4824,1.0,1,1.0,19.0,0,1,7,1
4825,1.0,1,1.0,18.0,0,2,7,1
4826,1.0,0,3.0,26.0,0,2,6,1
4827,1.0,0,1.0,13.0,0,1,6,0
4828,1.0,1,1.0,16.0,0,1,7,1
4829,3.0,1,1.0,14.0,0,1,6,1
4830,2.0,0,1.0,40.0,0,2,2,0
4831,3.0,0,1.0,34.0,1,1,5,0
4832,2.0,1,3.0,21.0,0,2,2,1
4833,2.0,0,1.0,29.0,0,2,2,1
4834,1.0,0,1.0,40.0,0,2,7,1
4835,1.0,0,1.0,16.0,0,1,6,0
4836,1.0,0,1.0,37.0,0,1,7,0
4837,3.0,1,3.0,41.0,0,2,4,1
4838,3.0,1,3.0,16.0,0,2,6,1
4839,3.0,0,3.0,39.0,0,2,6,0
4840,1.0,1,1.0,30.0,0,1,5,1
4841,1.0,0,1.0,40.0,0,1,5,1
4842,1.0,0,1.0,63.0,0,2,6,1
4843,3.0,0,1.0,32.0,0,1,4,1
4844,1.0,0,1.0,47.0,0,2,6,0
4845,1.0,0,3.0,23.0,0,1,6,0
4846,1.0,0,1.0,23.0,0,2,6,0
4847,3.0,1,1.0,19.0,0,1,6,1
4848,2.0,1,3.0,44.0,0,1,3,1
4849,2.0,0,1.0,29.0,0,1,3,0
4850,1.0,0,1.0,21.0,0,1,7,0
4851,1.0,0,1.0,23.0,0,1,5,0
4852,2.0,0,1.0,26.0,1,2,2,1
4853,2.0,1,3.0,47.0,0,1,3,1
4854,1.0,1,2.0,20.0,0,1,7,1
4855,2.0,0,1.0,48.0,0,1,2,1
4856,1.0,1,1.0,4.0,0,1,7,1
4857,1.0,0,1.0,25.0,0,1,7,1
4858,1.0,0,1.0,0.0,0,1,7,1
4859,3.0,0,1.0,29.0,0,2,5,0
4860,1.0,0,1.0,21.0,0,1,6,0
4861,,0,1.0,20.0,0,1,5,0
4862,1.0,0,1.0,34.0,0,1,7,0
4863,1.0,1,1.0,9.0,0,1,7,1
4864,1.0,1,1.0,12.0,0,1,7,0
4865,1.0,0,1.0,13.0,0,2,6,0
4866,3.0,1,1.0,27.0,0,2,6,1
4867,2.0,0,1.0,34.0,0,2,3,1
4868,2.0,1,1.0,18.0,0,1,2,1
4869,2.0,1,3.0,16.0,0,1,2,1
4870,1.0,1,1.0,43.0,0,1,7,1
4871,1.0,1,1.0,0.0,0,1,7,0
4872,1.0,0,,20.0,0,1,5,1
4873,3.0,0,1.0,45.0,0,1,6,0
4874,2.0,0,1.0,35.0,0,2,4,0
4875,1.0,0,1.0,21.0,0,1,6,0
4876,1.0,1,1.0,14.0,0,1,7,1
4877,1.0,0,2.0,46.0,0,1,6,0
4878,1.0,0,1.0,22.0,0,2,6,0
4879,1.0,0,1.0,2.0,0,2,7,1
4880,1.0,0,1.0,3.0,0,2,7,1
4881,1.0,1,3.0,28.0,0,1,7,1
4882,1.0,0,2.0,60.0,0,1,6,0
4883,1.0,0,2.0,48.0,0,1,7,0
4884,1.0,0,3.0,18.0,0,2,5,1
4885,1.0,0,1.0,31.0,0,2,6,0
4886,2.0,1,3.0,26.0,0,1,3,1
4887,2.0,0,3.0,41.0,0,1,3,0
4888,1.0,0,1.0,26.0,0,2,6,1
4889,1.0,0,1.0,29.0,0,1,6,1
4890,1.0,0,1.0,24.0,0,2,5,0
4891,1.0,0,1.0,25.0,0,1,6,1
4892,1.0,0,3.0,0.0,0,1,7,0
4893,1.0,1,1.0,30.0,0,1,7,0
4894,2.0,1,3.0,18.0,0,1,2,1
4895,2.0,1,3.0,32.0,0,1,2,1
4896,1.0,0,1.0,28.0,0,2,6,0
4897,3.0,0,1.0,21.0,0,1,4,0
4898,1.0,0,1.0,25.0,0,1,6,0
4899,3.0,0,3.0,47.0,0,2,6,1
4900,3.0,1,2.0,,0,2,6,1
4901,3.0,1,1.0,8.0,0,2,6,1
4902,1.0,0,1.0,24.0,0,2,6,0
4903,3.0,1,1.0,30.0,0,2,5,1
4904,1.0,1,2.0,24.0,0,2,7,1
4905,1.0,1,1.0,13.0,0,2,7,1
4906,1.0,0,,16.0,0,2,5,0
4907,3.0,0,1.0,23.0,0,2,6,1
4908,3.0,0,1.0,16.0,0,1,6,1
4909,1.0,0,1.0,29.0,0,1,7,0
4910,1.0,0,1.0,46.0,0,1,5,1
4911,1.0,1,2.0,13.0,0,1,7,0
4912,1.0,1,1.0,22.0,0,2,7,1
4913,1.0,1,1.0,29.0,0,2,7,1
4914,1.0,1,1.0,46.0,0,2,7,1
4915,1.0,0,1.0,24.0,0,2,6,1
4916,1.0,1,1.0,33.0,0,2,7,1
4917,3.0,0,1.0,38.0,0,2,6,0
4918,1.0,1,1.0,57.0,0,1,7,1
4919,1.0,0,1.0,,0,1,6,1
4920,1.0,0,1.0,38.0,0,1,7,1
4921,1.0,0,1.0,28.0,0,2,7,1
4922,3.0,0,1.0,25.0,0,1,5,0
4923,3.0,1,1.0,22.0,0,2,6,1
4924,3.0,0,1.0,33.0,0,1,6,1
4925,1.0,0,1.0,35.0,0,2,6,1
4926,1.0,0,1.0,24.0,0,2,6,1
4927,2.0,1,1.0,31.0,0,2,2,1
4928,2.0,1,1.0,16.0,0,2,2,1
4930,2.0,0,3.0,8.0,0,2,2,1
4931,3.0,1,1.0,20.0,0,2,6,1
4932,3.0,0,1.0,26.0,0,2,4,0
4933,2.0,0,3.0,43.0,0,1,2,0
4934,2.0,0,1.0,70.0,0,2,3,1
4935,1.0,1,3.0,17.0,0,1,7,1
4936,1.0,1,1.0,14.0,0,1,7,1
4937,1.0,1,1.0,21.0,0,2,7,1
4938,1.0,0,3.0,37.0,0,2,6,1
4939,1.0,0,1.0,15.0,0,1,6,0
4940,2.0,0,3.0,20.0,0,2,1,0
4941,2.0,0,3.0,36.0,1,2,3,0
4942,1.0,0,1.0,14.0,0,2,6,1
4943,1.0,0,1.0,21.0,0,2,5,1
4944,1.0,0,1.0,28.0,0,1,6,0
4945,3.0,1,1.0,20.0,0,1,6,1
4946,1.0,0,1.0,26.0,0,1,6,0
4947,1.0,0,1.0,25.0,0,1,6,0
4948,1.0,0,1.0,29.0,0,2,6,0
4949,2.0,0,3.0,39.0,1,1,2,1
4950,1.0,0,1.0,18.0,0,1,6,1
4951,2.0,1,3.0,37.0,0,2,2,1
4952,1.0,0,1.0,28.0,0,1,7,0
4953,1.0,0,1.0,18.0,0,2,6,1
4954,1.0,0,1.0,30.0,0,1,6,0
4955,1.0,0,1.0,35.0,0,2,5,1
4956,1.0,0,1.0,26.0,0,2,6,1
4957,1.0,1,3.0,0.0,0,2,7,1
4958,1.0,0,2.0,42.0,0,2,7,1
4959,1.0,0,,36.0,0,1,6,1
4960,1.0,0,1.0,31.0,0,1,6,0
4961,1.0,0,3.0,27.0,0,1,7,0
4962,2.0,0,1.0,25.0,0,2,3,1
4963,1.0,1,1.0,32.0,0,1,7,1
4964,1.0,1,1.0,14.0,0,2,7,1
4965,1.0,1,1.0,16.0,0,2,7,1
4966,1.0,1,3.0,51.0,0,2,7,1
4967,2.0,1,1.0,21.0,0,1,2,1
4968,2.0,1,3.0,31.0,0,1,2,1
4970,1.0,0,1.0,7.0,0,1,7,1
4971,1.0,0,1.0,3.0,0,1,7,1
4972,1.0,1,1.0,2.0,0,1,7,1
4973,1.0,0,3.0,7.0,0,1,7,0
4974,3.0,0,1.0,18.0,0,2,6,0
4975,3.0,1,,33.0,0,2,6,1
4976,1.0,0,1.0,23.0,0,1,6,1
4977,2.0,1,1.0,13.0,0,2,2,1
4978,3.0,0,1.0,32.0,0,2,6,0
4979,2.0,1,1.0,27.0,0,1,2,1
4980,1.0,0,1.0,23.0,0,1,6,1
4981,2.0,0,1.0,25.0,0,2,3,1
4982,1.0,0,1.0,18.0,0,1,6,0
4983,3.0,1,3.0,23.0,0,1,6,1
4984,2.0,1,3.0,31.0,0,1,5,1
4985,2.0,0,1.0,32.0,0,1,5,0
4986,3.0,1,1.0,22.0,0,1,6,1
4987,3.0,1,1.0,38.0,0,1,6,1
4988,1.0,0,2.0,21.0,0,2,6,1
4989,3.0,1,1.0,28.0,0,1,6,1
4990,2.0,0,1.0,38.0,0,1,2,0
4991,1.0,0,1.0,20.0,0,1,6,1
4992,1.0,0,1.0,23.0,0,1,6,0
4993,1.0,0,1.0,48.0,0,1,7,1
4994,1.0,1,3.0,15.0,0,2,7,1
4995,1.0,0,1.0,30.0,0,2,7,1
4996,3.0,0,1.0,40.0,0,2,6,1
4997,1.0,0,1.0,36.0,0,2,7,0
4998,1.0,1,1.0,20.0,0,2,7,1
4999,3.0,0,1.0,17.0,0,1,5,0
5000,2.0,0,3.0,38.0,0,1,3,0
5001,2.0,1,3.0,38.0,0,1,3,1
5002,3.0,0,,14.0,0,1,4,0
5003,3.0,0,1.0,,0,1,5,0
5004,1.0,0,1.0,21.0,0,1,5,1
5005,2.0,0,1.0,18.0,0,1,3,0
5006,3.0,0,1.0,26.0,0,1,4,1
5007,2.0,0,1.0,35.0,0,1,3,0
5008,3.0,0,3.0,46.0,0,2,6,0
5009,2.0,1,3.0,13.0,0,2,2,1
5010,2.0,0,1.0,39.0,0,2,2,1
5011,3.0,0,2.0,49.0,0,2,4,0
5012,3.0,0,1.0,28.0,0,2,5,0
5013,1.0,0,1.0,27.0,0,1,6,1
5014,1.0,1,1.0,21.0,0,1,7,1
5015,1.0,0,1.0,29.0,0,2,5,0
5016,,0,1.0,27.0,0,1,6,0
5017,3.0,1,1.0,38.0,0,1,6,1
5018,1.0,0,2.0,18.0,0,1,6,1
5019,2.0,1,3.0,35.0,0,1,5,1
5020,3.0,1,1.0,37.0,0,1,6,1
5021,1.0,0,1.0,60.0,0,1,5,0
5022,2.0,1,1.0,31.0,0,1,5,1
5023,2.0,1,1.0,4.0,0,2,3,1
5024,,0,1.0,34.0,0,2,3,1
5025,2.0,0,3.0,46.0,0,2,3,1
5026,1.0,0,1.0,18.0,0,2,7,0
5027,3.0,0,1.0,38.0,0,2,5,0
5028,1.0,0,,29.0,0,2,6,1
5029,2.0,1,1.0,13.0,0,2,3,1
5030,2.0,1,1.0,26.0,0,2,3,1
5031,2.0,0,1.0,30.0,0,1,3,0
5032,1.0,0,1.0,42.0,0,2,6,0
5033,3.0,0,1.0,36.0,0,1,6,0
5034,1.0,0,3.0,23.0,0,1,6,0
5035,2.0,0,1.0,34.0,1,2,1,1
5036,2.0,0,1.0,26.0,0,2,1,1
5037,3.0,0,1.0,31.0,0,1,4,0
5038,3.0,0,1.0,48.0,0,1,4,0
5039,1.0,1,1.0,10.0,0,2,7,1
5040,3.0,0,1.0,27.0,0,1,6,1
5041,3.0,0,1.0,32.0,0,1,6,0
5042,1.0,1,1.0,24.0,0,2,7,1
5043,1.0,1,2.0,20.0,0,2,7,1
5044,1.0,0,1.0,48.0,0,2,6,1
5045,3.0,0,1.0,35.0,1,2,5,0
5046,3.0,0,1.0,14.0,0,1,4,1
5047,3.0,0,1.0,28.0,0,1,4,1
5048,3.0,0,1.0,,0,1,6,0
5049,3.0,1,1.0,42.0,0,2,4,1
5050,3.0,1,1.0,8.0,0,2,4,1
5051,3.0,1,3.0,30.0,0,2,4,1
5052,1.0,0,1.0,44.0,0,1,7,0
5053,3.0,0,1.0,40.0,0,2,6,0
5054,1.0,0,1.0,38.0,0,1,6,0
5055,,0,2.0,22.0,0,2,6,0
5056,3.0,0,1.0,32.0,0,1,4,0
5057,3.0,0,1.0,16.0,0,1,4,0
5058,3.0,0,1.0,33.0,0,2,4,0
5059,2.0,0,1.0,38.0,0,2,2,0
5060,1.0,0,1.0,23.0,0,1,7,1
5061,1.0,0,1.0,16.0,0,1,7,1
5062,1.0,0,2.0,16.0,0,1,7,0
5063,1.0,0,1.0,11.0,0,1,7,0
5064,1.0,0,1.0,22.0,0,1,6,0
5065,1.0,0,1.0,43.0,0,1,6,0
5066,1.0,1,2.0,20.0,0,1,7,1
5067,1.0,0,1.0,22.0,0,1,6,0
5068,3.0,0,1.0,0.0,0,1,6,1
5069,3.0,0,1.0,30.0,0,1,5,0
5070,3.0,1,1.0,18.0,0,1,6,1
5071,3.0,0,3.0,0.0,0,1,6,1
5072,3.0,0,1.0,41.0,0,2,5,0
5073,1.0,0,1.0,39.0,0,2,6,1
5074,1.0,0,1.0,37.0,0,2,7,0
5075,2.0,1,3.0,26.0,0,2,4,1
5076,3.0,0,1.0,49.0,0,1,6,0
5077,3.0,0,1.0,28.0,0,1,5,1
5078,3.0,0,2.0,13.0,0,1,6,0
5079,,0,1.0,64.0,0,1,5,0
5080,1.0,0,2.0,24.0,0,2,6,0
5081,,1,1.0,18.0,0,1,6,1
5082,3.0,0,1.0,18.0,0,1,6,0
5083,3.0,0,1.0,25.0,0,1,6,0
5084,1.0,1,1.0,19.0,0,1,7,0
5085,1.0,0,3.0,33.0,0,2,5,1
5086,1.0,1,1.0,,0,1,7,1
5087,3.0,0,1.0,50.0,0,1,6,0
5089,3.0,0,1.0,44.0,0,1,6,1
5090,1.0,1,2.0,52.0,0,1,7,0
5091,1.0,1,1.0,7.0,0,2,7,1
5092,1.0,0,3.0,30.0,0,2,6,0
5093,1.0,0,1.0,27.0,0,2,6,0
5094,2.0,1,3.0,24.0,0,2,2,1
5095,1.0,0,3.0,13.0,0,1,6,0
5096,,0,1.0,61.0,0,1,6,0
5097,1.0,1,1.0,32.0,0,1,7,1
5098,3.0,1,3.0,17.0,0,1,6,1
5099,3.0,0,1.0,36.0,0,1,6,1
5100,1.0,1,2.0,16.0,0,1,7,1
5101,,0,2.0,21.0,0,1,6,1
5102,2.0,0,1.0,24.0,0,2,3,1
5103,1.0,0,3.0,28.0,0,2,6,0
5104,3.0,0,1.0,,0,1,5,0
5105,3.0,0,3.0,13.0,0,1,5,0
5106,1.0,0,1.0,39.0,0,1,6,0
5107,1.0,0,1.0,24.0,0,2,5,0
5108,2.0,0,1.0,38.0,0,2,3,0
5109,3.0,0,1.0,20.0,0,1,6,0
5110,1.0,0,1.0,21.0,0,2,6,1
5111,3.0,0,1.0,27.0,0,1,6,0
5112,,0,1.0,49.0,0,1,6,0
5113,3.0,1,1.0,6.0,0,1,6,1
5114,2.0,1,3.0,41.0,0,1,2,1
5115,2.0,0,3.0,33.0,1,1,2,0
5116,2.0,0,1.0,6.0,0,1,2,1
5117,2.0,0,3.0,35.0,0,1,2,0
5118,2.0,0,1.0,46.0,0,1,2,0
5119,1.0,0,1.0,31.0,0,2,6,0
5120,2.0,1,1.0,32.0,0,2,2,1
5121,2.0,1,3.0,31.0,0,1,1,1
5122,1.0,1,1.0,20.0,0,1,7,0
5123,1.0,0,1.0,57.0,0,2,7,0
5124,1.0,0,2.0,37.0,0,2,6,1
5126,1.0,0,1.0,43.0,0,1,6,0
5127,1.0,0,1.0,49.0,0,2,7,1
5128,1.0,0,1.0,17.0,0,2,7,1
5129,3.0,0,1.0,29.0,0,2,6,0
5130,1.0,1,3.0,36.0,0,2,7,1
5132,1.0,0,2.0,17.0,0,1,6,0
5133,3.0,1,3.0,45.0,0,2,6,1
5134,1.0,0,1.0,20.0,0,1,7,0
5135,3.0,1,1.0,24.0,0,1,6,1
5136,2.0,1,1.0,28.0,0,1,2,1
5137,2.0,0,1.0,15.0,0,1,2,1
5138,2.0,0,1.0,53.0,0,1,2,0
5139,2.0,1,1.0,51.0,0,1,2,1
5140,1.0,1,1.0,14.0,0,1,7,1
5141,1.0,1,1.0,1.0,0,1,7,0
5142,3.0,0,1.0,26.0,0,1,6,0
5143,1.0,0,1.0,20.0,0,2,7,0
5144,1.0,0,1.0,23.0,0,2,6,0
5145,1.0,0,1.0,22.0,0,2,6,1
5146,1.0,1,3.0,22.0,0,1,7,1
5147,2.0,1,1.0,13.0,0,2,2,1
5148,2.0,0,1.0,28.0,0,2,2,1
5149,1.0,1,1.0,40.0,0,2,7,1
5150,3.0,0,3.0,21.0,0,1,4,0
5151,1.0,0,1.0,35.0,0,2,7,1
5152,1.0,0,1.0,22.0,0,1,6,0
5153,2.0,1,1.0,37.0,0,2,4,1
5154,3.0,0,1.0,21.0,0,2,5,0
5156,1.0,0,1.0,27.0,0,2,6,1
5157,1.0,1,1.0,20.0,0,2,7,1
5158,1.0,1,1.0,15.0,0,1,7,1
5159,1.0,0,2.0,25.0,0,1,5,0
5160,2.0,0,3.0,31.0,0,2,1,0
5161,2.0,0,3.0,,0,2,2,1
5162,1.0,1,1.0,18.0,0,2,7,1
5163,1.0,1,2.0,2.0,0,2,7,1
5164,1.0,0,1.0,27.0,0,2,7,1
5165,1.0,0,1.0,0.0,0,2,7,1
5166,1.0,0,1.0,22.0,0,1,6,0
5167,3.0,0,1.0,,0,2,5,0
5168,1.0,0,1.0,56.0,0,2,7,1
5169,1.0,0,1.0,28.0,0,2,6,0
5170,1.0,0,3.0,42.0,0,2,5,1
5171,1.0,0,1.0,20.0,0,2,6,1
5172,1.0,0,1.0,27.0,0,2,6,1
5173,1.0,0,2.0,29.0,0,1,7,0
5174,1.0,0,3.0,36.0,0,2,6,1
5175,1.0,0,1.0,23.0,0,2,6,0
5176,1.0,1,1.0,64.0,0,2,7,1
5177,1.0,0,1.0,19.0,0,1,7,0
5178,1.0,1,3.0,1.0,0,1,7,0
5179,1.0,1,1.0,49.0,0,1,7,0
5180,1.0,1,3.0,0.0,0,1,7,1
5181,1.0,0,1.0,18.0,0,1,6,0
5182,2.0,0,3.0,39.0,0,1,3,0
5183,3.0,0,1.0,37.0,0,1,5,0
5184,3.0,1,1.0,44.0,0,1,6,1
5185,3.0,0,2.0,43.0,0,1,6,0
5186,3.0,1,1.0,33.0,0,1,6,1
5187,1.0,0,1.0,20.0,0,2,7,1
5188,1.0,0,1.0,0.0,0,2,7,1
5189,1.0,0,3.0,4.0,0,2,7,1
5190,3.0,1,1.0,20.0,0,2,6,1
5191,3.0,0,1.0,50.0,0,2,6,0
5192,3.0,1,1.0,47.0,0,1,6,1
5193,3.0,1,1.0,17.0,0,1,6,1
5194,2.0,0,1.0,26.0,0,1,2,0
5195,1.0,0,1.0,21.0,0,2,5,1
5196,3.0,1,1.0,20.0,0,1,6,1
5197,2.0,1,1.0,26.0,0,1,3,1
5198,3.0,0,1.0,,1,1,6,0
5199,1.0,0,2.0,34.0,0,2,7,1
5200,1.0,1,1.0,11.0,0,2,7,1
5201,1.0,1,1.0,0.0,0,2,7,1
5202,2.0,0,3.0,28.0,0,1,4,0
5203,1.0,0,1.0,33.0,0,2,7,1
5204,1.0,1,1.0,22.0,0,1,7,1
5205,3.0,0,1.0,28.0,0,1,6,0
5206,3.0,1,1.0,11.0,0,1,6,1
5207,3.0,0,1.0,60.0,0,1,6,0
5208,,0,,43.0,0,2,7,1
5209,1.0,0,1.0,27.0,0,2,5,0
5210,1.0,1,1.0,37.0,0,1,7,1
5211,1.0,1,3.0,23.0,0,2,7,1
5212,3.0,0,1.0,57.0,0,2,4,0
5213,2.0,1,1.0,29.0,0,1,1,1
