,HomePlanet,CryoSleep,Destination,Age,VIP,Side,Deck
1280,3.0,0,1.0,45.0,0,2,6
1281,1.0,1,1.0,24.0,0,2,7
1282,1.0,0,1.0,52.0,0,1,6
1283,1.0,0,1.0,18.0,0,1,7
1284,1.0,1,2.0,38.0,0,2,7
1285,1.0,0,3.0,26.0,0,1,7
1286,1.0,1,1.0,28.0,0,2,7
1287,1.0,0,1.0,19.0,0,1,7
1288,1.0,0,2.0,45.0,0,2,6
1289,1.0,0,1.0,27.0,0,2,6
1290,1.0,1,3.0,15.0,0,2,7
1291,1.0,0,1.0,22.0,0,2,7
1292,1.0,0,1.0,23.0,0,1,6
1293,2.0,0,1.0,32.0,0,2,3
1294,1.0,0,1.0,15.0,0,2,7
1295,2.0,1,1.0,30.0,1,2,1
1296,1.0,0,1.0,60.0,0,1,6
1297,1.0,0,1.0,50.0,0,2,6
1298,1.0,0,1.0,45.0,0,1,7
1299,3.0,0,1.0,24.0,0,1,5
1300,3.0,0,1.0,22.0,0,1,6
1301,3.0,0,1.0,20.0,0,1,6
1302,3.0,1,3.0,19.0,0,1,6
1303,3.0,0,1.0,40.0,0,1,6
1304,3.0,1,1.0,14.0,0,1,6
1305,3.0,1,1.0,18.0,0,1,6
1306,3.0,1,3.0,20.0,0,2,5
1307,2.0,1,1.0,35.0,0,1,4
1308,1.0,1,1.0,24.0,0,2,7
1309,2.0,1,3.0,30.0,0,1,3
1310,2.0,0,1.0,44.0,0,1,3
1311,1.0,0,1.0,42.0,0,1,5
1312,1.0,1,1.0,3.0,0,1,7
1313,1.0,0,1.0,19.0,0,1,6
1314,2.0,1,1.0,69.0,0,1,4
1315,1.0,1,3.0,50.0,0,2,7
1316,1.0,0,2.0,15.0,0,1,7
1317,1.0,1,1.0,18.0,0,1,7
1318,1.0,1,2.0,25.0,0,1,7
1319,1.0,1,2.0,15.0,0,1,7
1320,2.0,0,3.0,62.0,0,2,3
1321,1.0,0,1.0,19.0,0,1,6
1322,1.0,1,1.0,29.0,0,1,7
1323,1.0,0,3.0,28.0,0,2,6
1324,2.0,1,3.0,25.0,0,1,3
1325,2.0,1,1.0,22.0,0,1,3
1326,2.0,1,1.0,35.0,0,2,1
1327,2.0,1,1.0,61.0,0,2,1
1328,2.0,1,3.0,26.0,0,2,1
1330,3.0,0,1.0,2.0,0,2,6
1331,3.0,1,1.0,0.0,0,2,6
1332,3.0,0,1.0,26.0,0,2,5
1333,3.0,1,1.0,6.0,0,2,6
1334,1.0,0,3.0,23.0,0,1,6
1335,1.0,1,3.0,50.0,0,1,4
1336,3.0,0,1.0,18.0,0,2,6
1337,1.0,1,1.0,7.0,0,2,7
1338,1.0,1,1.0,3.0,0,2,7
1339,1.0,0,1.0,3.0,0,2,7
1340,1.0,0,1.0,37.0,0,2,7
1341,1.0,0,1.0,25.0,0,1,5
1342,1.0,0,1.0,22.0,0,1,6
1343,3.0,0,1.0,20.0,0,2,6
1344,3.0,0,1.0,32.0,0,1,6
1345,1.0,0,1.0,34.0,0,2,5
1346,2.0,1,3.0,47.0,0,2,3
1347,1.0,0,1.0,23.0,0,2,6
1348,2.0,0,1.0,22.0,0,1,2
1349,2.0,1,1.0,35.0,0,1,2
1350,1.0,0,2.0,18.0,0,1,7
1351,2.0,0,1.0,36.0,0,1,3
1352,2.0,1,1.0,32.0,0,1,3
1353,1.0,1,1.0,29.0,0,2,7
1354,2.0,1,1.0,19.0,0,1,2
1355,3.0,1,1.0,45.0,0,2,6
1356,3.0,1,1.0,26.0,0,1,6
1357,1.0,0,1.0,14.0,0,1,6
1358,2.0,0,3.0,22.0,0,2,2
1359,1.0,0,1.0,31.0,0,1,6
1360,3.0,0,1.0,25.0,0,1,6
1361,1.0,0,1.0,15.0,0,2,7
1362,3.0,0,1.0,28.0,0,2,6
1363,1.0,1,1.0,34.0,0,1,7
1364,1.0,0,1.0,28.0,0,1,6
1365,2.0,1,1.0,45.0,0,2,2
1366,1.0,0,1.0,44.0,0,1,6
1367,1.0,0,1.0,22.0,0,1,6
1368,1.0,0,1.0,48.0,0,1,7
1369,1.0,0,1.0,25.0,0,1,6
1370,1.0,0,1.0,24.0,0,1,7
1371,1.0,0,1.0,20.0,0,1,7
1372,1.0,0,1.0,46.0,0,1,7
1373,1.0,1,1.0,40.0,0,1,7
1374,1.0,0,2.0,26.0,0,1,7
1375,1.0,0,3.0,56.0,0,1,6
1376,1.0,0,1.0,37.0,0,2,6
1377,1.0,1,1.0,35.0,0,1,7
1378,1.0,0,1.0,15.0,0,2,7
1379,1.0,0,1.0,21.0,0,1,6
1380,1.0,0,1.0,24.0,0,2,5
1381,1.0,0,3.0,30.0,0,1,6
1382,2.0,1,3.0,34.0,0,2,2
1383,2.0,1,3.0,16.0,0,2,2
1384,2.0,1,3.0,55.0,0,2,2
1385,2.0,0,3.0,27.0,0,2,2
1386,1.0,0,1.0,44.0,0,1,6
1387,1.0,0,1.0,17.0,0,1,6
1388,1.0,0,2.0,17.0,0,1,6
1389,3.0,0,1.0,36.0,0,2,6
1390,1.0,0,1.0,18.0,0,2,6
1391,1.0,1,2.0,14.0,0,1,7
1392,1.0,0,1.0,21.0,0,2,6
1393,1.0,0,3.0,26.0,0,1,5
1394,1.0,0,1.0,26.0,0,2,6
1395,3.0,0,1.0,21.0,0,2,6
1396,2.0,1,3.0,25.0,0,1,2
1397,2.0,0,1.0,27.0,0,1,2
1398,2.0,0,3.0,25.0,0,1,2
1399,2.0,1,1.0,43.0,0,1,2
1400,3.0,0,1.0,35.0,0,1,4
1401,1.0,0,2.0,21.0,0,1,6
1402,1.0,0,1.0,23.0,0,1,7
1403,2.0,1,3.0,17.0,0,1,4
1404,1.0,0,1.0,21.0,0,1,4
1405,2.0,1,1.0,21.0,0,1,4
1406,2.0,0,1.0,39.0,0,1,4
1407,2.0,1,3.0,22.0,0,1,4
1408,2.0,1,3.0,40.0,0,1,4
1409,1.0,1,1.0,25.0,0,1,7
1410,1.0,0,1.0,6.0,0,1,7
1411,1.0,1,1.0,1.0,0,1,7
1412,1.0,1,1.0,1.0,0,1,7
1413,1.0,0,1.0,20.0,0,1,5
1414,1.0,0,1.0,17.0,0,1,7
1415,1.0,1,1.0,22.0,0,1,7
1416,3.0,1,3.0,18.0,0,1,6
1417,3.0,0,1.0,49.0,0,1,5
1418,2.0,1,3.0,27.0,0,1,3
1419,2.0,1,1.0,40.0,0,1,3
1420,1.0,0,1.0,22.0,0,1,5
1421,3.0,0,1.0,55.0,0,1,6
1422,1.0,0,1.0,45.0,0,1,4
1423,1.0,0,1.0,33.0,0,1,7
1424,1.0,0,1.0,42.0,0,1,7
1425,2.0,0,1.0,27.0,0,2,3
1426,1.0,1,1.0,16.0,0,1,7
1427,3.0,0,1.0,23.0,0,2,6
1428,1.0,0,1.0,31.0,0,2,7
1429,2.0,1,1.0,62.0,0,1,2
1430,1.0,0,2.0,43.0,0,2,6
1431,3.0,1,3.0,57.0,0,1,6
1432,1.0,0,2.0,23.0,0,2,6
1433,1.0,0,3.0,20.0,0,1,6
1434,2.0,1,3.0,21.0,0,2,2
1435,2.0,1,3.0,27.0,0,2,2
1436,2.0,0,3.0,31.0,0,2,3
1437,2.0,0,1.0,31.0,1,2,3
1438,2.0,1,1.0,24.0,0,2,3
1439,2.0,0,1.0,27.0,0,2,3
1440,1.0,0,1.0,28.0,0,1,6
1441,3.0,1,1.0,44.0,0,2,5
1442,1.0,1,1.0,19.0,0,2,7
1443,3.0,1,1.0,14.0,0,1,6
1444,1.0,0,1.0,65.0,0,1,5
1445,3.0,0,1.0,73.0,0,2,4
1446,2.0,1,1.0,26.0,0,1,3
1447,2.0,0,1.0,25.0,0,1,3
1448,2.0,1,1.0,26.0,0,1,3
1449,1.0,0,1.0,34.0,0,2,6
1450,1.0,1,1.0,63.0,0,2,7
1451,1.0,1,1.0,53.0,0,1,7
1452,1.0,0,1.0,18.0,0,2,7
1453,1.0,1,2.0,40.0,0,2,7
1454,3.0,0,1.0,28.0,0,1,4
1455,3.0,0,1.0,45.0,0,1,6
1456,3.0,0,1.0,32.0,0,1,4
1457,1.0,0,3.0,19.0,0,1,4
1458,2.0,1,3.0,65.0,0,1,3
1459,1.0,0,1.0,20.0,0,2,5
1460,1.0,0,3.0,18.0,0,1,6
1461,1.0,1,2.0,18.0,0,1,6
1462,1.0,0,1.0,58.0,0,2,6
1463,3.0,1,1.0,25.0,0,2,6
1464,1.0,0,1.0,13.0,0,2,6
1465,1.0,0,2.0,26.0,0,1,6
1466,1.0,0,1.0,22.0,0,2,6
1467,1.0,0,1.0,22.0,0,2,7
1468,1.0,0,1.0,10.0,0,2,7
1469,2.0,1,3.0,14.0,0,1,3
1470,1.0,0,1.0,44.0,0,2,7
1471,1.0,1,3.0,10.0,0,2,7
1472,1.0,1,1.0,37.0,0,2,7
1473,2.0,1,3.0,37.0,0,1,2
1474,2.0,0,3.0,44.0,0,1,2
1475,1.0,0,2.0,42.0,0,2,7
1477,3.0,0,1.0,34.0,0,1,6
1478,1.0,0,1.0,15.0,0,2,6
1479,1.0,0,1.0,36.0,0,1,7
1480,1.0,1,1.0,27.0,0,2,7
1481,1.0,1,1.0,33.0,0,2,7
1482,1.0,0,1.0,27.0,0,1,6
1483,3.0,1,1.0,22.0,0,1,6
1484,1.0,0,1.0,19.0,0,1,7
1485,3.0,1,1.0,18.0,0,1,6
1486,2.0,0,3.0,31.0,0,1,1
1487,3.0,0,1.0,41.0,0,2,6
1488,3.0,1,1.0,48.0,0,2,5
1489,1.0,0,1.0,23.0,0,2,7
1490,3.0,0,1.0,29.0,0,2,6
1491,2.0,0,1.0,38.0,0,1,3
1492,1.0,0,2.0,21.0,0,1,7
1493,1.0,0,2.0,20.0,0,1,6
1494,2.0,0,1.0,27.0,0,1,8
1495,3.0,1,1.0,33.0,0,2,6
1496,1.0,0,1.0,24.0,0,2,7
1497,3.0,1,1.0,23.0,0,2,6
1498,3.0,0,3.0,22.0,0,2,4
1499,1.0,1,3.0,13.0,0,2,7
1500,1.0,0,3.0,24.0,0,1,6
1501,1.0,0,1.0,32.0,0,1,5
1502,3.0,0,1.0,17.0,0,1,5
1503,2.0,1,1.0,28.0,0,2,1
1504,2.0,1,1.0,46.0,0,2,1
1505,2.0,1,3.0,18.0,0,2,1
1506,1.0,0,1.0,24.0,0,2,6
1507,1.0,0,1.0,20.0,0,2,6
1508,1.0,0,1.0,17.0,0,2,6
1509,1.0,0,1.0,44.0,0,1,6
1510,1.0,0,2.0,34.0,0,1,7
1511,1.0,0,2.0,19.0,0,1,6
1512,1.0,0,1.0,28.0,0,1,6
1513,3.0,1,1.0,26.0,0,2,6
1514,2.0,0,3.0,57.0,0,1,3
1515,3.0,1,1.0,34.0,0,2,6
1516,3.0,0,1.0,18.0,0,2,5
1517,2.0,0,1.0,28.0,1,2,2
1518,2.0,0,3.0,6.0,0,2,2
1519,2.0,1,3.0,53.0,0,2,2
1520,2.0,0,1.0,6.0,0,2,2
1521,3.0,0,1.0,33.0,0,1,6
1522,2.0,1,3.0,43.0,0,1,1
1523,1.0,0,1.0,44.0,0,2,7
1524,3.0,1,1.0,28.0,0,1,6
1525,3.0,1,3.0,37.0,0,2,6
1526,3.0,0,1.0,55.0,0,2,5
1527,3.0,1,1.0,40.0,0,2,5
1528,1.0,0,1.0,38.0,0,2,6
1529,3.0,1,1.0,24.0,0,1,6
1530,3.0,1,1.0,53.0,0,2,6
1531,3.0,0,1.0,61.0,0,2,4
1532,1.0,1,1.0,17.0,0,2,7
1533,1.0,0,1.0,20.0,0,2,7
1534,1.0,0,1.0,22.0,0,2,7
1535,3.0,0,1.0,27.0,0,1,6
1536,1.0,0,1.0,19.0,0,2,6
1537,1.0,0,1.0,23.0,0,2,6
1538,2.0,0,3.0,33.0,0,2,2
1539,2.0,0,3.0,26.0,0,2,2
1540,3.0,1,1.0,33.0,0,2,6
1541,1.0,0,1.0,39.0,0,1,7
1542,1.0,1,2.0,47.0,0,2,7
1543,1.0,0,1.0,33.0,0,2,5
1544,3.0,0,1.0,40.0,0,1,5
1545,1.0,1,3.0,19.0,0,2,3
1546,2.0,0,3.0,26.0,0,2,3
1547,2.0,1,1.0,24.0,0,2,2
1548,2.0,1,1.0,15.0,0,2,2
1549,1.0,0,3.0,2.0,0,2,7
1550,1.0,0,3.0,33.0,0,2,5
1551,1.0,1,2.0,14.0,0,2,7
1552,1.0,0,1.0,22.0,0,2,6
1553,2.0,0,3.0,45.0,0,2,2
1554,2.0,0,3.0,58.0,0,2,2
1556,1.0,0,3.0,36.0,0,2,6
1557,2.0,0,1.0,35.0,0,2,5
1558,1.0,1,2.0,23.0,0,1,7
1559,2.0,0,1.0,27.0,0,2,5
1560,1.0,0,1.0,24.0,0,1,7
1561,2.0,0,1.0,43.0,0,2,2
1562,2.0,0,1.0,67.0,1,2,2
1563,2.0,1,1.0,29.0,0,2,2
1565,3.0,1,1.0,18.0,0,2,5
1566,3.0,1,3.0,35.0,0,2,5
1567,3.0,0,1.0,22.0,1,2,5
1568,3.0,1,1.0,19.0,0,2,5
1569,1.0,1,1.0,47.0,0,2,5
1570,3.0,0,1.0,16.0,0,2,5
1571,3.0,0,1.0,41.0,0,2,5
1572,2.0,0,1.0,26.0,0,2,5
1573,1.0,1,1.0,37.0,0,2,7
1574,3.0,0,1.0,26.0,0,1,5
1575,3.0,0,1.0,21.0,0,1,6
1576,1.0,0,2.0,45.0,0,2,6
1577,1.0,0,1.0,28.0,0,1,7
1578,1.0,0,1.0,26.0,0,2,6
1579,1.0,0,1.0,35.0,0,2,6
1580,2.0,0,3.0,60.0,0,2,4
1581,1.0,1,1.0,7.0,0,1,7
1582,3.0,0,3.0,15.0,0,1,5
1583,1.0,0,1.0,26.0,0,2,5
1584,1.0,1,1.0,38.0,0,2,7
1585,1.0,0,1.0,24.0,0,2,6
1586,1.0,0,1.0,77.0,0,2,6
1587,3.0,0,1.0,22.0,0,2,5
1589,3.0,0,1.0,20.0,0,2,6
1590,3.0,0,1.0,47.0,0,2,6
1591,3.0,1,1.0,25.0,0,2,6
1592,3.0,1,1.0,9.0,0,2,6
1593,3.0,0,1.0,19.0,0,2,6
1594,1.0,0,1.0,44.0,0,1,7
1595,2.0,0,1.0,41.0,1,1,2
1596,1.0,1,1.0,53.0,0,2,7
1597,2.0,1,1.0,27.0,0,2,5
1598,1.0,0,1.0,20.0,0,1,7
1599,1.0,1,3.0,23.0,0,2,7
1600,3.0,0,1.0,20.0,0,2,5
1601,3.0,0,2.0,26.0,0,2,6
1602,1.0,0,2.0,51.0,0,1,7
1603,1.0,0,1.0,22.0,0,2,7
1604,1.0,1,3.0,36.0,0,2,7
1605,1.0,0,1.0,18.0,0,2,6
1606,1.0,0,2.0,19.0,0,2,6
1607,1.0,0,1.0,17.0,0,2,6
1608,1.0,0,1.0,29.0,0,1,7
1609,1.0,0,1.0,18.0,0,1,6
1610,3.0,0,1.0,22.0,0,1,6
1611,3.0,0,3.0,43.0,0,1,4
1612,1.0,0,2.0,24.0,0,2,7
1613,3.0,0,1.0,25.0,0,1,6
1614,1.0,0,1.0,20.0,0,1,6
1615,1.0,1,1.0,23.0,0,1,7
1616,1.0,0,1.0,32.0,0,1,6
1617,2.0,0,1.0,51.0,0,1,2
1618,2.0,0,1.0,22.0,0,1,4
1619,1.0,0,2.0,22.0,0,2,6
1620,1.0,0,2.0,30.0,0,2,6
1621,1.0,0,1.0,23.0,0,2,6
1622,1.0,0,1.0,61.0,0,1,5
1623,1.0,0,1.0,24.0,0,1,6
1624,1.0,0,1.0,19.0,0,2,6
1625,1.0,0,1.0,27.0,0,1,1
1626,2.0,0,1.0,29.0,1,1,1
1627,2.0,1,3.0,55.0,0,2,2
1628,2.0,0,1.0,26.0,0,2,2
1629,1.0,1,3.0,58.0,0,2,7
1630,2.0,1,3.0,60.0,0,2,2
1631,2.0,1,1.0,13.0,0,2,2
1632,2.0,0,3.0,39.0,1,2,2
1633,2.0,1,3.0,35.0,0,2,2
1634,1.0,0,1.0,21.0,0,1,6
1635,1.0,0,1.0,37.0,0,2,6
1636,1.0,1,2.0,31.0,0,2,7
1637,1.0,0,1.0,20.0,0,2,6
1638,3.0,0,1.0,27.0,0,1,6
1639,3.0,1,1.0,40.0,0,1,6
1640,3.0,1,1.0,26.0,0,2,6
1641,2.0,0,3.0,36.0,0,2,3
1642,1.0,0,1.0,19.0,0,2,5
1643,1.0,0,2.0,22.0,0,2,6
1644,1.0,0,1.0,15.0,0,2,7
1645,1.0,0,3.0,18.0,0,2,6
1646,2.0,0,1.0,25.0,0,1,4
1647,2.0,1,1.0,62.0,0,1,4
1648,1.0,0,1.0,53.0,0,2,7
1649,1.0,0,3.0,26.0,0,1,6
1650,1.0,0,1.0,19.0,0,1,6
1651,1.0,1,2.0,21.0,0,2,7
1652,1.0,0,1.0,20.0,0,2,7
1653,2.0,0,3.0,56.0,0,2,2
1654,2.0,0,3.0,64.0,0,2,4
1655,2.0,1,1.0,26.0,0,2,2
1656,2.0,0,1.0,36.0,0,2,3
1657,3.0,0,1.0,51.0,0,2,4
1658,1.0,1,2.0,16.0,0,2,7
1659,1.0,1,3.0,21.0,0,2,7
1660,1.0,0,3.0,50.0,0,2,6
1661,1.0,0,1.0,0.0,0,2,7
1662,1.0,0,1.0,34.0,0,1,6
1663,1.0,1,1.0,3.0,0,1,7
1664,1.0,1,2.0,11.0,0,1,7
1665,1.0,1,2.0,5.0,0,1,7
1666,1.0,0,1.0,47.0,0,1,7
1667,1.0,1,1.0,1.0,0,1,7
1668,1.0,1,1.0,0.0,0,1,7
1669,1.0,0,1.0,23.0,0,1,5
1670,2.0,0,1.0,27.0,0,1,3
1672,1.0,0,1.0,34.0,0,1,7
1673,1.0,0,3.0,2.0,0,1,7
1674,1.0,1,1.0,11.0,0,1,7
1675,1.0,0,3.0,1.0,0,1,7
1676,1.0,1,1.0,13.0,0,1,7
1677,1.0,0,1.0,41.0,0,1,6
1678,1.0,0,3.0,11.0,0,1,7
1679,3.0,1,1.0,52.0,0,2,6
1680,3.0,1,1.0,15.0,0,2,6
1681,1.0,1,1.0,58.0,0,2,7
1682,1.0,0,1.0,23.0,0,2,6
1683,1.0,0,1.0,34.0,0,2,7
1684,1.0,0,1.0,9.0,0,2,7
1685,1.0,0,1.0,25.0,0,2,6
1686,2.0,1,3.0,38.0,0,2,1
1687,2.0,0,3.0,42.0,1,2,1
1688,2.0,0,1.0,40.0,0,2,1
1689,2.0,0,1.0,18.0,0,2,1
1690,3.0,0,1.0,42.0,0,1,6
1691,3.0,0,1.0,40.0,0,1,6
1692,1.0,0,1.0,28.0,0,1,6
1693,2.0,0,1.0,56.0,0,2,3
1694,1.0,0,1.0,22.0,0,2,7
1695,3.0,0,1.0,39.0,0,1,6
1696,1.0,1,3.0,35.0,0,2,7
1697,1.0,0,1.0,36.0,0,2,6
1698,3.0,0,1.0,34.0,0,2,5
1699,1.0,0,1.0,22.0,0,2,6
1700,1.0,1,1.0,21.0,0,2,7
1701,2.0,0,1.0,16.0,0,2,3
1702,2.0,0,1.0,35.0,0,2,3
1703,3.0,0,1.0,19.0,0,2,6
1704,2.0,1,1.0,36.0,0,2,2
1705,2.0,0,3.0,32.0,0,1,5
1706,2.0,0,1.0,69.0,0,1,5
1707,2.0,1,3.0,44.0,0,1,5
1708,2.0,1,3.0,34.0,0,1,5
1709,2.0,0,1.0,35.0,0,1,5
1710,1.0,0,1.0,25.0,0,1,7
1711,1.0,1,1.0,3.0,0,1,7
1712,1.0,0,2.0,12.0,0,1,7
1713,1.0,0,1.0,3.0,0,1,7
1714,1.0,0,1.0,13.0,0,1,6
1715,1.0,0,1.0,26.0,0,1,7
1716,1.0,1,2.0,2.0,0,1,7
1717,3.0,0,1.0,25.0,0,1,6
1718,3.0,1,1.0,19.0,0,1,6
1719,1.0,1,3.0,33.0,0,2,7
1720,1.0,0,3.0,41.0,0,2,6
1721,1.0,1,2.0,55.0,0,2,7
1722,1.0,0,3.0,30.0,0,2,6
1723,1.0,0,2.0,35.0,0,2,7
1724,1.0,0,1.0,7.0,0,2,7
1725,1.0,0,1.0,38.0,0,2,7
1726,1.0,1,2.0,51.0,0,2,7
1727,1.0,1,1.0,18.0,0,2,7
1728,2.0,1,1.0,44.0,0,2,2
1729,2.0,1,1.0,18.0,0,1,3
1730,2.0,1,1.0,13.0,0,1,3
1731,1.0,1,1.0,49.0,0,2,7
1732,1.0,0,1.0,8.0,0,2,7
1733,1.0,0,1.0,22.0,0,2,6
1734,2.0,0,3.0,32.0,0,2,5
1735,3.0,0,1.0,26.0,0,2,6
1736,1.0,1,3.0,56.0,0,1,7
1737,3.0,0,3.0,18.0,0,1,6
1738,3.0,1,1.0,27.0,0,1,6
1739,1.0,0,1.0,46.0,0,1,5
1740,1.0,0,1.0,18.0,0,1,6
1741,2.0,1,1.0,30.0,0,1,4
1742,2.0,0,3.0,35.0,0,1,4
1743,2.0,1,1.0,48.0,0,1,4
1744,1.0,1,3.0,33.0,0,2,7
1746,1.0,1,3.0,11.0,0,2,7
1747,1.0,1,1.0,0.0,0,2,7
1748,1.0,0,1.0,14.0,0,2,6
1749,1.0,1,2.0,9.0,0,2,7
1750,1.0,0,1.0,37.0,0,2,7
1751,1.0,1,1.0,30.0,0,2,7
1752,3.0,1,1.0,21.0,0,2,6
1753,3.0,1,1.0,32.0,0,2,6
1754,3.0,0,1.0,4.0,0,2,6
1755,3.0,1,1.0,19.0,0,2,6
1756,3.0,0,1.0,25.0,1,2,4
1757,1.0,0,1.0,34.0,0,2,7
1758,1.0,0,1.0,19.0,0,1,6
1759,1.0,1,2.0,18.0,0,2,7
1760,1.0,0,2.0,23.0,0,2,7
1762,1.0,1,2.0,13.0,0,2,7
1763,1.0,0,1.0,20.0,0,1,6
1764,1.0,0,1.0,34.0,0,2,6
1765,1.0,0,1.0,18.0,0,1,7
1766,1.0,0,1.0,0.0,0,1,7
1767,1.0,1,1.0,35.0,0,1,7
1768,1.0,1,1.0,0.0,0,1,7
1769,1.0,0,1.0,62.0,0,2,5
1770,1.0,0,3.0,15.0,0,2,6
1771,1.0,1,1.0,28.0,0,1,7
1772,1.0,1,1.0,5.0,0,1,7
1773,2.0,1,1.0,22.0,0,1,4
1774,2.0,1,1.0,14.0,0,1,4
1775,3.0,1,3.0,43.0,0,2,6
1776,3.0,0,1.0,24.0,0,1,5
1777,3.0,0,1.0,65.0,0,1,6
1778,2.0,0,1.0,44.0,0,2,3
1779,1.0,1,1.0,50.0,0,2,7
1780,1.0,1,2.0,15.0,0,1,7
1781,1.0,0,1.0,18.0,0,1,5
1782,2.0,0,3.0,41.0,0,1,3
1783,1.0,0,1.0,21.0,0,1,6
1784,1.0,1,2.0,16.0,0,1,7
1785,1.0,0,1.0,21.0,0,1,6
1786,1.0,0,1.0,29.0,0,1,7
1787,1.0,0,1.0,19.0,0,1,7
1788,1.0,1,1.0,18.0,0,1,7
1789,1.0,0,3.0,25.0,0,1,6
1790,1.0,0,1.0,45.0,0,1,7
1791,1.0,0,3.0,32.0,0,2,6
1792,2.0,0,1.0,33.0,0,1,2
1793,2.0,0,1.0,26.0,0,1,2
1794,2.0,0,3.0,24.0,0,1,2
1795,1.0,0,3.0,29.0,0,2,5
1796,1.0,0,1.0,24.0,0,2,6
1797,3.0,1,3.0,22.0,0,2,6
1798,1.0,1,2.0,18.0,0,2,7
1799,1.0,0,1.0,16.0,0,1,7
1800,1.0,0,1.0,17.0,0,1,6
1801,1.0,0,1.0,18.0,0,2,6
1802,2.0,0,3.0,25.0,0,1,3
1803,2.0,0,3.0,46.0,0,1,3
1804,1.0,0,1.0,36.0,0,1,7
1805,3.0,1,2.0,62.0,0,1,5
1806,2.0,1,1.0,48.0,0,1,5
1807,2.0,1,1.0,16.0,0,1,5
1808,2.0,0,1.0,27.0,0,1,5
1809,2.0,0,1.0,52.0,0,1,5
1810,3.0,1,1.0,25.0,0,2,6
1811,3.0,0,3.0,13.0,0,1,4
1812,3.0,0,1.0,35.0,0,2,6
1813,1.0,0,1.0,20.0,0,2,6
1814,1.0,1,2.0,42.0,0,2,7
1815,3.0,1,1.0,50.0,0,2,5
1816,2.0,1,1.0,66.0,0,2,3
1817,2.0,0,1.0,31.0,0,2,3
1818,2.0,1,3.0,37.0,0,2,3
1819,1.0,0,1.0,72.0,0,2,6
1820,3.0,0,3.0,30.0,0,2,4
1821,1.0,0,1.0,29.0,0,2,5
1822,1.0,0,3.0,21.0,0,2,7
1823,3.0,1,3.0,33.0,0,1,4
1824,2.0,0,1.0,28.0,0,1,1
1825,1.0,0,1.0,41.0,0,2,6
1826,2.0,0,3.0,44.0,0,1,3
1827,2.0,0,1.0,45.0,0,2,3
1828,2.0,0,3.0,61.0,0,2,3
1829,1.0,0,1.0,21.0,0,2,7
1830,1.0,1,1.0,25.0,0,1,7
1831,1.0,0,1.0,38.0,0,1,6
1832,3.0,0,1.0,68.0,0,2,6
1833,3.0,0,3.0,0.0,0,2,6
1834,3.0,0,1.0,21.0,0,2,6
1835,1.0,0,1.0,55.0,0,1,5
1836,1.0,0,1.0,60.0,0,1,6
1837,3.0,1,1.0,19.0,0,2,4
1838,1.0,1,2.0,17.0,0,2,7
1839,1.0,0,1.0,16.0,0,1,7
1840,1.0,0,1.0,29.0,0,1,6
1841,1.0,0,1.0,29.0,0,1,5
1842,1.0,0,1.0,0.0,0,1,7
1843,1.0,1,2.0,15.0,0,1,7
1844,1.0,0,1.0,27.0,0,2,5
1845,1.0,0,1.0,24.0,0,1,7
1846,1.0,0,3.0,14.0,0,1,6
1847,3.0,0,1.0,17.0,0,1,6
1848,3.0,0,1.0,37.0,0,1,6
1849,1.0,0,3.0,23.0,0,2,6
1850,3.0,1,1.0,17.0,0,2,6
1851,3.0,0,1.0,33.0,0,2,5
1852,1.0,0,1.0,30.0,0,2,7
1853,1.0,1,1.0,20.0,0,2,7
1854,1.0,0,1.0,26.0,0,2,6
1855,1.0,0,1.0,25.0,0,1,6
1856,1.0,0,1.0,19.0,0,1,6
1857,1.0,1,1.0,31.0,0,1,7
1858,1.0,0,1.0,23.0,0,1,6
1860,1.0,0,1.0,20.0,0,2,7
1861,1.0,0,1.0,26.0,0,2,6
1862,2.0,1,3.0,26.0,0,1,4
1863,1.0,0,2.0,51.0,0,2,6
1864,3.0,0,1.0,26.0,0,2,6
1865,1.0,0,1.0,17.0,0,1,7
1866,1.0,0,1.0,22.0,0,1,6
1867,1.0,0,1.0,31.0,0,2,7
1868,1.0,1,1.0,2.0,0,2,7
1869,1.0,1,3.0,0.0,0,2,7
1870,1.0,0,1.0,3.0,0,2,7
1871,1.0,0,2.0,28.0,0,2,5
1872,1.0,1,3.0,21.0,0,2,7
1873,1.0,0,1.0,15.0,0,1,6
1874,1.0,0,1.0,18.0,0,1,6
1875,2.0,0,3.0,52.0,0,1,1
1876,2.0,0,3.0,49.0,0,2,1
1877,2.0,0,3.0,42.0,0,2,2
1878,2.0,1,1.0,28.0,0,2,2
1879,3.0,1,1.0,31.0,0,1,6
1880,3.0,0,1.0,19.0,0,1,5
1881,2.0,0,3.0,41.0,0,1,3
1882,1.0,0,1.0,31.0,0,1,6
1883,1.0,0,1.0,13.0,0,1,7
1884,3.0,1,1.0,35.0,0,2,6
1885,1.0,1,1.0,29.0,0,2,7
1886,3.0,0,1.0,0.0,0,1,6
1887,3.0,1,1.0,19.0,0,1,6
1888,3.0,0,1.0,26.0,0,1,6
1889,1.0,1,1.0,19.0,0,2,7
1890,1.0,0,1.0,26.0,0,1,4
1891,2.0,1,1.0,47.0,0,1,4
1892,2.0,0,1.0,29.0,0,1,4
1893,2.0,0,1.0,46.0,0,1,4
1894,1.0,0,1.0,18.0,0,1,5
1895,3.0,0,1.0,33.0,0,1,6
